Age,Gender,Education,Income,Debt,Credit_Score,Loan_Amount,Loan_Term,Num_Credit_Cards,Payment_History,Employment_Status,Residence_Type,Marital_Status,Creditworthiness
55,Male,Bachelor,51063,15202,733,8321,12,2,Good,Unemployed,Owned,Married,1
57,Female,PhD,80951,30220,583,5114,60,6,Good,Self-Employed,Mortgaged,Divorced,0
37,Male,Bachelor,58260,22762,782,39298,36,1,Average,Self-Employed,Owned,Divorced,0
52,Female,PhD,134098,9796,566,47009,48,4,Good,Unemployed,Owned,Married,1
65,Male,PhD,30149,2722,545,17807,12,9,Bad,Employed,Mortgaged,Single,1
42,Female,PhD,112205,44364,457,42910,12,3,Good,Self-Employed,Owned,Married,1
52,Male,High School,46328,48304,656,26621,24,8,Average,Self-Employed,Rented,Divorced,1
42,Male,Master,123303,12674,847,38054,24,9,Average,Employed,Rented,Divorced,1
46,Female,Bachelor,140886,49415,535,32758,48,2,Average,Self-Employed,Rented,Married,0
35,Male,Bachelor,123501,3812,759,30143,24,5,Average,Employed,Mortgaged,Divorced,0
63,Male,PhD,89098,43541,399,46528,36,6,Bad,Unemployed,Mortgaged,Married,0
35,Male,Bachelor,136382,3278,418,7258,24,5,Good,Employed,Owned,Married,1
19,Male,Bachelor,53623,49222,653,24351,12,6,Good,Self-Employed,Owned,Divorced,1
52,Male,Bachelor,62255,36118,387,12505,48,5,Good,Unemployed,Rented,Married,0
33,Female,Bachelor,139443,4623,335,44364,36,7,Good,Unemployed,Mortgaged,Divorced,0
58,Male,High School,56389,7530,613,35526,12,5,Good,Self-Employed,Owned,Married,1
53,Male,PhD,24206,16987,839,28940,12,5,Good,Self-Employed,Rented,Single,1
50,Female,Bachelor,119342,1924,621,5042,60,7,Good,Employed,Owned,Married,1
21,Female,High School,83565,20546,726,33337,24,3,Average,Employed,Rented,Divorced,1
50,Female,High School,122900,38297,816,10016,36,7,Average,Unemployed,Rented,Single,0
31,Male,PhD,149611,13270,308,44599,48,8,Bad,Unemployed,Owned,Divorced,1
38,Male,Master,40897,19953,658,39181,48,5,Average,Self-Employed,Rented,Single,0
65,Male,Master,99687,36583,777,46733,48,4,Bad,Employed,Owned,Married,1
37,Male,Master,24370,24356,356,31681,60,2,Good,Unemployed,Owned,Single,1
25,Female,Bachelor,44045,5578,582,41393,36,5,Good,Self-Employed,Owned,Divorced,1
24,Female,PhD,107236,5462,744,40659,12,6,Average,Employed,Rented,Married,0
20,Male,Master,121751,1888,760,867,60,9,Average,Unemployed,Mortgaged,Single,0
34,Male,Bachelor,107770,23332,789,38576,24,6,Good,Self-Employed,Mortgaged,Single,1
50,Male,PhD,141918,20862,658,23413,12,6,Good,Self-Employed,Owned,Married,1
65,Male,Bachelor,72584,20973,364,43548,48,6,Average,Unemployed,Rented,Divorced,1
29,Female,Master,141804,47410,728,38344,24,8,Good,Unemployed,Mortgaged,Married,0
68,Female,Master,68671,2723,756,26849,36,6,Average,Employed,Mortgaged,Married,1
39,Male,High School,35326,24410,435,23809,36,1,Good,Unemployed,Mortgaged,Divorced,1
39,Female,High School,132360,9602,347,3701,60,1,Average,Unemployed,Rented,Single,0
63,Male,PhD,123533,19614,493,18804,36,2,Average,Unemployed,Owned,Single,0
47,Male,Bachelor,146628,45154,416,25763,48,1,Good,Employed,Rented,Married,1
55,Female,Bachelor,87777,19444,463,11785,60,3,Good,Self-Employed,Rented,Divorced,0
55,Male,Master,148518,3613,778,10780,60,3,Average,Unemployed,Rented,Single,1
62,Female,Master,50639,43772,586,49804,48,4,Bad,Employed,Rented,Single,0
68,Male,PhD,126122,24082,835,24401,36,6,Bad,Employed,Rented,Married,1
25,Female,High School,80874,16980,793,24060,24,7,Bad,Self-Employed,Rented,Married,1
44,Male,Master,59766,45866,704,12720,60,9,Bad,Employed,Mortgaged,Single,0
44,Female,Bachelor,41278,1677,395,47192,24,8,Good,Self-Employed,Rented,Divorced,0
51,Male,Master,128459,12102,796,9762,24,6,Bad,Unemployed,Owned,Divorced,1
38,Male,High School,91980,41498,553,39741,24,9,Bad,Self-Employed,Owned,Married,0
47,Female,Bachelor,88551,44211,713,4290,24,4,Average,Employed,Mortgaged,Divorced,1
50,Male,High School,100439,4004,670,40164,48,6,Average,Self-Employed,Owned,Divorced,0
45,Female,PhD,59583,49170,542,37366,12,7,Good,Unemployed,Rented,Married,0
64,Female,PhD,113679,9986,672,29947,36,2,Average,Self-Employed,Owned,Single,1
50,Male,High School,149172,34496,338,24460,12,1,Bad,Self-Employed,Mortgaged,Single,0
22,Male,Bachelor,146750,27269,652,34327,12,8,Bad,Self-Employed,Mortgaged,Married,1
65,Male,High School,90400,15173,725,45551,60,8,Good,Unemployed,Owned,Divorced,1
36,Male,Master,29676,48609,376,45798,12,7,Good,Employed,Rented,Married,1
21,Female,Master,24234,22118,809,12513,12,9,Bad,Employed,Owned,Single,0
52,Male,High School,41340,33958,816,24485,48,9,Average,Unemployed,Mortgaged,Married,1
66,Male,Master,132451,15089,439,10133,24,3,Average,Employed,Rented,Married,1
34,Male,High School,104259,43956,551,35534,12,1,Good,Self-Employed,Mortgaged,Single,0
61,Female,Master,28526,44067,616,19132,12,9,Good,Self-Employed,Rented,Married,1
45,Male,High School,92378,21250,719,40974,60,1,Good,Employed,Mortgaged,Married,0
47,Female,Master,54626,27065,374,42060,36,1,Bad,Self-Employed,Owned,Single,1
46,Male,Bachelor,21207,14690,328,41254,60,5,Average,Unemployed,Rented,Divorced,1
63,Female,Bachelor,149330,14740,340,1335,36,2,Average,Self-Employed,Mortgaged,Married,1
23,Male,Master,102844,44069,840,41859,36,2,Average,Unemployed,Mortgaged,Divorced,1
52,Male,High School,82420,39807,791,11020,36,5,Bad,Self-Employed,Mortgaged,Divorced,0
58,Female,Master,72097,40213,399,1507,48,7,Good,Employed,Owned,Divorced,0
54,Male,PhD,140069,42597,619,9458,48,6,Average,Employed,Owned,Divorced,1
41,Male,PhD,84414,5045,822,33700,24,5,Bad,Self-Employed,Mortgaged,Married,1
46,Male,High School,25429,6624,488,25475,36,3,Average,Unemployed,Mortgaged,Single,0
66,Female,Master,73591,21542,749,38389,48,9,Bad,Unemployed,Owned,Married,1
63,Male,Master,27591,44779,393,33596,48,8,Average,Unemployed,Owned,Divorced,0
48,Female,Bachelor,131248,21495,480,21614,12,3,Good,Unemployed,Rented,Divorced,1
52,Female,High School,58660,40602,620,26847,36,7,Average,Unemployed,Mortgaged,Married,1
50,Female,PhD,97313,10033,582,47986,60,3,Bad,Unemployed,Owned,Divorced,1
69,Male,PhD,124249,22604,690,2112,12,6,Average,Unemployed,Mortgaged,Divorced,1
38,Female,High School,60459,21442,620,29249,48,3,Bad,Employed,Rented,Married,1
49,Female,PhD,98084,4247,324,29503,48,8,Bad,Employed,Rented,Married,1
40,Male,High School,131977,41748,559,31382,48,3,Average,Employed,Mortgaged,Single,1
50,Female,PhD,122331,26474,796,2504,48,5,Bad,Employed,Owned,Divorced,1
20,Female,PhD,130760,6586,512,7203,60,3,Bad,Self-Employed,Rented,Divorced,1
35,Male,High School,82099,8940,414,40037,24,8,Good,Unemployed,Mortgaged,Married,0
42,Male,High School,122599,19606,751,22508,24,9,Good,Employed,Owned,Married,1
59,Female,PhD,82848,43217,789,19894,36,6,Good,Unemployed,Mortgaged,Divorced,0
48,Male,PhD,117591,41747,827,4745,48,4,Bad,Unemployed,Mortgaged,Married,1
20,Male,Bachelor,98405,35282,684,10300,36,4,Average,Unemployed,Owned,Married,1
57,Male,Master,109399,46506,717,49435,60,5,Average,Unemployed,Mortgaged,Married,1
63,Female,High School,24661,3883,518,33629,36,3,Good,Self-Employed,Mortgaged,Divorced,1
41,Female,High School,133034,37594,362,35689,24,4,Bad,Unemployed,Owned,Divorced,1
67,Male,Master,64802,31495,649,48374,24,4,Good,Employed,Mortgaged,Single,1
49,Female,Bachelor,38782,13567,689,37458,24,1,Good,Employed,Owned,Single,1
64,Male,PhD,69179,5339,676,40536,36,1,Bad,Self-Employed,Owned,Single,1
39,Male,PhD,130446,34442,365,36729,48,9,Good,Self-Employed,Rented,Single,1
40,Male,Bachelor,21898,23673,418,20865,12,3,Bad,Unemployed,Rented,Divorced,1
19,Male,Bachelor,98455,16426,307,14406,24,5,Good,Self-Employed,Mortgaged,Married,1
44,Male,Master,60068,17486,326,15789,36,2,Average,Self-Employed,Mortgaged,Divorced,0
59,Female,Master,87963,11549,589,10821,12,1,Good,Employed,Mortgaged,Divorced,1
19,Female,PhD,119929,4993,327,33261,24,7,Average,Self-Employed,Owned,Divorced,1
43,Female,Bachelor,96303,13219,458,21612,24,9,Good,Employed,Owned,Single,1
34,Female,Bachelor,103956,4708,444,15831,60,4,Good,Employed,Rented,Married,1
57,Male,PhD,78654,29788,766,11152,24,4,Average,Employed,Rented,Married,1
50,Male,PhD,56123,2495,407,18934,12,3,Good,Unemployed,Mortgaged,Divorced,0
26,Female,PhD,76198,30434,738,21143,12,3,Bad,Employed,Owned,Single,0
60,Female,PhD,132357,37160,502,5212,48,2,Average,Self-Employed,Owned,Divorced,1
65,Male,PhD,72872,45466,600,10060,12,3,Bad,Self-Employed,Owned,Married,1
56,Male,Master,24902,8537,737,41295,36,5,Bad,Employed,Rented,Married,1
46,Male,PhD,46850,36553,310,11838,36,8,Average,Employed,Rented,Divorced,1
59,Female,Bachelor,68554,23203,402,23087,24,8,Good,Employed,Owned,Married,1
43,Male,High School,63034,6588,785,23409,48,5,Bad,Employed,Owned,Single,0
52,Male,Master,84843,29308,409,32316,24,1,Good,Employed,Owned,Married,1
67,Female,Bachelor,107156,38570,392,15625,48,2,Bad,Self-Employed,Mortgaged,Divorced,0
42,Female,High School,28280,16211,840,25736,60,8,Average,Unemployed,Owned,Married,1
41,Female,Master,100490,38659,806,22126,48,9,Average,Employed,Owned,Divorced,1
30,Male,PhD,130300,46528,476,21446,60,7,Bad,Employed,Rented,Divorced,1
24,Male,Master,66814,4525,738,7956,60,9,Average,Unemployed,Owned,Single,1
53,Female,PhD,77465,20901,810,6880,24,9,Bad,Employed,Rented,Divorced,0
62,Male,PhD,66973,5777,408,9411,36,6,Good,Self-Employed,Rented,Divorced,0
37,Male,PhD,57729,5189,371,25247,48,6,Bad,Self-Employed,Rented,Married,1
18,Male,High School,52800,46791,788,46964,24,7,Bad,Unemployed,Owned,Married,1
25,Female,Master,123002,24317,580,34737,60,1,Bad,Employed,Mortgaged,Married,1
63,Female,PhD,94423,32501,513,34441,60,9,Average,Employed,Mortgaged,Single,0
33,Male,Bachelor,117143,19297,756,14547,12,1,Average,Self-Employed,Owned,Single,1
31,Male,Master,138529,11649,717,37934,12,8,Average,Self-Employed,Rented,Married,1
29,Male,Bachelor,117677,24719,809,38168,48,2,Bad,Employed,Rented,Single,1
68,Male,High School,127020,47645,622,1674,36,7,Average,Employed,Mortgaged,Married,0
40,Female,High School,98871,2150,477,20628,12,5,Average,Employed,Owned,Single,0
32,Female,Master,140132,15301,403,4708,60,8,Average,Employed,Rented,Divorced,1
45,Male,High School,91713,29434,418,46811,24,7,Average,Employed,Owned,Married,1
51,Male,High School,61206,37905,356,10633,36,8,Average,Self-Employed,Owned,Married,0
19,Female,Master,23926,21520,708,37299,48,2,Bad,Self-Employed,Mortgaged,Single,1
49,Male,Bachelor,133682,2510,357,39899,24,9,Bad,Self-Employed,Rented,Single,1
40,Female,PhD,80445,29546,416,40369,48,6,Average,Self-Employed,Owned,Divorced,1
39,Male,Master,63056,14982,724,26473,24,6,Average,Unemployed,Mortgaged,Single,1
68,Female,Master,95690,4915,320,4521,24,6,Bad,Self-Employed,Rented,Married,1
42,Male,PhD,88495,15734,378,9389,36,1,Bad,Employed,Rented,Divorced,0
39,Male,Bachelor,104147,23709,407,2274,48,7,Average,Self-Employed,Mortgaged,Married,1
39,Female,PhD,54161,20636,570,22250,12,2,Good,Self-Employed,Mortgaged,Single,1
66,Female,PhD,79251,33684,775,11903,24,2,Average,Self-Employed,Rented,Married,1
69,Male,Bachelor,38407,11957,369,31843,24,5,Good,Unemployed,Mortgaged,Divorced,1
59,Male,Bachelor,98561,37706,686,36741,12,6,Average,Self-Employed,Owned,Married,1
23,Female,PhD,91600,34841,465,37331,36,1,Good,Self-Employed,Mortgaged,Single,0
32,Female,PhD,76714,35960,357,27830,36,1,Good,Employed,Owned,Married,0
60,Male,Master,149613,41975,750,6768,36,1,Average,Employed,Owned,Married,1
54,Male,Bachelor,26639,32828,544,45911,60,7,Bad,Employed,Mortgaged,Divorced,0
50,Female,High School,22478,41151,344,29410,60,1,Bad,Employed,Owned,Single,1
25,Female,Bachelor,142062,29129,682,3180,36,9,Bad,Unemployed,Mortgaged,Divorced,1
61,Female,PhD,84546,38939,370,23628,36,3,Bad,Self-Employed,Owned,Divorced,1
61,Female,PhD,93465,9298,847,4103,12,2,Average,Unemployed,Rented,Divorced,1
22,Female,PhD,117862,7480,538,20228,60,6,Good,Self-Employed,Mortgaged,Single,1
56,Male,PhD,82876,28544,407,13988,48,2,Bad,Employed,Mortgaged,Married,0
21,Male,High School,139147,46426,507,26505,36,5,Average,Self-Employed,Rented,Single,1
23,Female,Bachelor,108373,3857,601,30100,36,5,Average,Self-Employed,Rented,Married,1
62,Male,High School,61941,5349,729,6413,36,9,Bad,Self-Employed,Rented,Divorced,0
49,Male,High School,49974,2428,647,41486,24,4,Bad,Unemployed,Rented,Married,1
69,Female,PhD,64183,40491,406,20655,60,8,Bad,Employed,Mortgaged,Single,1
47,Male,High School,28418,47778,827,40010,48,7,Bad,Employed,Owned,Single,0
64,Male,PhD,103186,24163,705,29763,24,7,Average,Unemployed,Rented,Single,1
52,Male,PhD,120361,28677,555,47041,24,1,Average,Unemployed,Rented,Married,1
57,Female,PhD,77148,31904,600,42026,48,6,Good,Unemployed,Mortgaged,Married,0
69,Female,High School,132007,16718,444,41706,48,6,Good,Employed,Owned,Single,0
33,Male,PhD,99919,15809,823,2023,48,8,Average,Employed,Owned,Single,0
30,Male,High School,132239,14272,659,2864,48,6,Good,Employed,Mortgaged,Married,1
67,Male,Bachelor,128747,12828,823,38620,48,8,Average,Unemployed,Mortgaged,Divorced,1
59,Male,PhD,51708,45431,783,5554,36,6,Bad,Unemployed,Owned,Single,1
47,Male,Master,121245,8856,489,33203,48,8,Average,Employed,Owned,Married,1
36,Male,Master,52924,12223,595,4465,48,5,Bad,Self-Employed,Mortgaged,Single,1
34,Female,Master,43382,40413,392,4192,60,9,Bad,Self-Employed,Rented,Divorced,0
36,Male,Master,46649,36689,429,38349,36,4,Average,Employed,Rented,Divorced,1
45,Male,Master,116676,9166,783,2273,24,6,Average,Self-Employed,Owned,Divorced,1
43,Female,High School,130559,13637,708,24420,36,2,Bad,Unemployed,Mortgaged,Married,0
54,Male,Bachelor,118099,47534,640,34359,12,3,Good,Employed,Rented,Divorced,1
43,Male,High School,50373,1878,513,15612,48,4,Average,Unemployed,Mortgaged,Single,1
40,Male,PhD,102680,11704,629,25003,24,3,Bad,Self-Employed,Mortgaged,Divorced,1
26,Male,Bachelor,94501,9502,474,6606,12,7,Good,Employed,Owned,Single,1
29,Female,Bachelor,42791,16266,743,10266,24,9,Good,Self-Employed,Mortgaged,Single,0
18,Male,Bachelor,78896,49068,500,14466,36,6,Bad,Unemployed,Mortgaged,Single,0
18,Female,Bachelor,43115,35089,397,37708,12,3,Average,Employed,Mortgaged,Single,1
64,Male,Master,37341,45356,402,27175,48,9,Good,Unemployed,Owned,Single,1
51,Male,PhD,133109,21759,450,36784,48,1,Good,Unemployed,Owned,Divorced,0
49,Female,Bachelor,36637,16046,567,12497,12,5,Good,Unemployed,Owned,Married,1
65,Male,Bachelor,44269,26270,651,17475,36,5,Bad,Unemployed,Owned,Divorced,0
42,Female,Master,103489,11806,766,1192,12,2,Good,Employed,Owned,Divorced,1
57,Female,High School,113330,42230,577,12484,36,5,Good,Self-Employed,Mortgaged,Married,0
62,Female,High School,43877,38988,315,25484,24,1,Bad,Self-Employed,Owned,Divorced,1
18,Male,High School,60273,36892,755,2882,36,1,Good,Unemployed,Rented,Married,0
33,Male,PhD,76035,30512,478,22284,12,4,Bad,Unemployed,Rented,Single,1
56,Male,High School,32405,41954,433,9096,12,6,Good,Unemployed,Owned,Divorced,0
22,Male,Bachelor,113348,6099,557,39110,24,2,Bad,Self-Employed,Mortgaged,Single,0
39,Female,Master,131141,31311,361,22859,12,5,Bad,Employed,Rented,Single,1
46,Male,Master,139694,9552,781,21626,60,5,Average,Self-Employed,Owned,Married,0
20,Male,High School,82309,12627,776,10814,12,3,Average,Self-Employed,Owned,Divorced,1
29,Female,Master,61767,26309,341,25940,60,4,Bad,Unemployed,Mortgaged,Single,0
43,Female,Bachelor,140456,46756,672,2084,12,2,Bad,Unemployed,Mortgaged,Single,0
33,Male,High School,139604,2350,672,41676,12,7,Good,Employed,Owned,Single,1
68,Female,Bachelor,29973,13276,598,7913,24,3,Good,Unemployed,Rented,Married,0
54,Female,PhD,78565,12739,351,17626,60,6,Average,Unemployed,Mortgaged,Married,1
39,Female,Bachelor,109461,22302,678,37781,24,9,Good,Unemployed,Owned,Single,1
46,Female,Bachelor,148577,39498,611,12530,60,7,Bad,Self-Employed,Owned,Divorced,0
31,Female,Bachelor,130159,13384,358,9555,60,4,Bad,Employed,Owned,Married,0
45,Male,Bachelor,43091,34094,603,20866,48,2,Bad,Employed,Owned,Single,1
22,Male,PhD,39584,3120,334,36123,60,7,Good,Self-Employed,Owned,Single,1
64,Male,High School,124861,1993,792,20930,24,8,Good,Self-Employed,Mortgaged,Married,1
66,Male,Bachelor,142235,22759,790,30714,24,3,Bad,Unemployed,Rented,Single,1
47,Male,High School,94607,19150,520,36952,36,7,Good,Employed,Mortgaged,Divorced,0
63,Male,Master,90624,46388,422,45851,12,1,Bad,Self-Employed,Owned,Married,1
69,Male,Bachelor,134688,26756,401,25525,48,8,Bad,Self-Employed,Mortgaged,Married,1
22,Female,Bachelor,36550,49546,814,30423,12,7,Bad,Unemployed,Mortgaged,Divorced,1
29,Male,Master,22063,36549,612,43610,24,6,Bad,Unemployed,Mortgaged,Single,1
33,Male,High School,112816,40787,805,33241,48,3,Average,Employed,Rented,Married,1
43,Male,PhD,93839,36673,793,17999,60,4,Good,Employed,Owned,Divorced,0
43,Female,Bachelor,31631,9290,498,3337,24,8,Bad,Employed,Owned,Divorced,1
65,Male,Master,21125,49028,812,3928,24,1,Bad,Unemployed,Mortgaged,Single,1
38,Male,Master,55409,17627,629,23928,24,2,Bad,Employed,Mortgaged,Married,1
56,Female,Bachelor,70581,8938,626,2693,24,1,Good,Unemployed,Mortgaged,Married,1
53,Male,High School,42485,39262,309,20222,48,4,Good,Employed,Mortgaged,Divorced,1
50,Male,High School,128539,3709,426,2666,12,6,Average,Unemployed,Mortgaged,Divorced,1
47,Female,Bachelor,98330,28629,530,42759,12,5,Average,Employed,Owned,Married,0
54,Male,Master,103554,46422,314,32958,60,6,Bad,Self-Employed,Rented,Single,0
40,Female,Bachelor,94398,45186,786,15918,24,2,Average,Unemployed,Mortgaged,Single,1
27,Male,PhD,121415,25085,741,20302,24,5,Good,Self-Employed,Rented,Single,1
22,Male,PhD,21690,47537,573,19596,12,1,Bad,Employed,Mortgaged,Divorced,1
53,Male,High School,142403,41563,302,38256,60,6,Good,Unemployed,Mortgaged,Divorced,1
51,Female,PhD,35740,31832,625,45429,36,4,Average,Employed,Rented,Single,0
69,Female,Master,133398,24472,552,43869,48,9,Bad,Unemployed,Mortgaged,Married,1
48,Female,PhD,68643,49850,833,44506,12,3,Bad,Self-Employed,Rented,Divorced,1
27,Male,Bachelor,108560,21762,354,49887,48,3,Bad,Employed,Owned,Divorced,1
36,Male,Master,105877,10507,747,47021,12,9,Good,Unemployed,Owned,Married,1
49,Female,High School,29156,10578,596,14389,60,4,Good,Self-Employed,Owned,Divorced,1
18,Female,High School,134968,7711,672,17958,24,7,Average,Self-Employed,Rented,Divorced,1
22,Male,PhD,57214,16979,768,45906,36,2,Good,Self-Employed,Mortgaged,Single,1
62,Male,High School,116589,16049,435,13204,48,1,Average,Employed,Mortgaged,Single,1
21,Male,Bachelor,83389,25997,545,11582,36,1,Bad,Employed,Owned,Married,1
33,Male,Master,95694,41830,369,34011,24,6,Good,Self-Employed,Rented,Single,0
41,Female,Bachelor,22808,16833,780,29019,12,4,Good,Unemployed,Owned,Divorced,1
33,Male,Bachelor,82987,21185,829,17889,60,2,Good,Employed,Rented,Single,1
19,Male,Bachelor,90938,22746,789,8704,24,7,Good,Employed,Mortgaged,Single,1
66,Male,Bachelor,87500,22857,802,18734,36,8,Good,Employed,Mortgaged,Divorced,1
45,Male,Master,82167,10603,416,21785,36,7,Bad,Self-Employed,Mortgaged,Divorced,0
49,Male,Master,80734,12441,556,36871,36,9,Bad,Unemployed,Owned,Divorced,1
44,Male,Bachelor,37206,5570,727,35528,12,1,Bad,Employed,Mortgaged,Single,0
37,Male,Bachelor,29629,33316,414,32283,36,6,Bad,Unemployed,Rented,Single,1
41,Female,High School,52337,19467,793,8314,12,8,Average,Employed,Rented,Single,1
29,Female,High School,120365,13845,361,31160,36,9,Average,Employed,Owned,Married,1
67,Female,Master,107095,45638,796,29945,48,8,Average,Unemployed,Owned,Single,1
52,Male,High School,83829,43310,379,10920,48,6,Average,Unemployed,Owned,Married,1
50,Female,Master,89401,27943,784,10454,24,8,Average,Unemployed,Rented,Divorced,1
50,Male,Master,89830,5833,321,9708,24,8,Bad,Self-Employed,Mortgaged,Divorced,0
68,Male,PhD,66939,40569,623,19037,60,1,Average,Unemployed,Rented,Married,1
60,Male,Master,32965,4340,816,15668,36,8,Bad,Unemployed,Owned,Divorced,1
54,Male,High School,32228,44532,560,37850,36,7,Bad,Unemployed,Rented,Divorced,1
29,Female,PhD,68419,13312,428,37753,12,8,Good,Unemployed,Mortgaged,Married,1
20,Male,High School,116913,37612,583,33875,24,8,Average,Unemployed,Mortgaged,Married,1
18,Male,Master,144344,1639,346,37312,48,6,Average,Unemployed,Owned,Single,0
50,Female,Master,69229,45188,487,33050,12,9,Bad,Unemployed,Rented,Single,1
57,Female,Bachelor,120463,16211,318,40411,48,3,Bad,Employed,Owned,Married,1
27,Female,Master,32822,14496,307,29294,12,1,Good,Unemployed,Owned,Married,0
60,Male,PhD,50070,29845,336,3336,24,9,Good,Unemployed,Owned,Married,1
61,Female,Master,88723,41919,371,14591,36,2,Bad,Unemployed,Owned,Married,1
46,Male,Bachelor,144045,31089,680,34034,36,3,Bad,Unemployed,Rented,Married,1
